CarID,Marca,Modelo,Año,Clase,Tracción,Potencia_hp,Torque_Nm,Peso_kg,0_100_kmh_s,VelMax_kmh,PP,Precio_CR
GT-CAR-00596,Alfa Romeo,4C,2003,Gr.B,RR,415.8,458.4,1179,5.63,272,528,158382
GT-CAR-00597,Nissan,Skyline GT-R,2020,Gr.B,FWD,208.4,224.4,1260,8.26,222,344,158528
GT-CAR-00598,Subaru,Impreza WRX,1991,N700,MR,451.1,554.8,1306,6.26,275,609,185380
GT-CAR-00599,Porsche,911 GT3,2016,N400,RR,407.8,523.6,1321,6.83,276,525,131340
GT-CAR-00600,Mitsubishi,FTO,2004,Gr.4,AWD,255.6,343.0,1334,7.79,221,410,90528
GT-CAR-00601,Nissan,GT-R,2002,N400,RR,252.5,199.0,1689,7.0,225,315,247437
GT-CAR-00602,Audi,RS6,2008,Gr.4,RWD,174.7,181.6,1623,8.37,222,255,85292
GT-CAR-00603,Subaru,BRZ,1992,N400,AWD,426.6,498.0,1514,5.15,289,461,271081
GT-CAR-00604,Ford,Focus RS,2008,Gr.B,RWD,302.8,294.2,1444,6.79,245,417,85880
GT-CAR-00605,Ferrari,458 Italia,2016,Gr.4,RR,239.8,292.7,1147,6.54,235,360,156255
GT-CAR-00606,Peugeot,508 PSE,1999,N400,FWD,193.4,187.6,1412,7.79,226,344,101038
GT-CAR-00607,Pagani,Huayra,1997,N500,RR,309.3,258.7,1095,7.06,271,445,275570
GT-CAR-00608,Peugeot,508 PSE,2012,N700,RR,430.6,514.7,1293,6.85,285,506,166699
GT-CAR-00609,Renault,R.S. 01,2005,N400,RR,460.6,492.6,1253,5.34,285,577,143687
GT-CAR-00610,Toyota,Chaser,2007,N500,RWD,355.0,463.8,1275,6.76,278,474,177429
GT-CAR-00611,Nissan,March,1994,N400,FWD,256.3,352.5,1041,7.55,217,433,85403
GT-CAR-00612,Bugatti,Veyron,1989,Gr.B,AWD,386.5,454.4,1633,6.28,255,429,195301
GT-CAR-00613,Lamborghini,Diablo,2005,N700,FWD,220.9,232.5,1127,7.83,224,428,601036
GT-CAR-00614,Renault,Megane RS,2001,N300,MR,243.6,299.8,1434,8.14,237,342,200195
GT-CAR-00615,Mitsubishi,FTO,2021,Gr.B,RWD,392.6,566.0,1381,5.57,278,473,207167
GT-CAR-00616,Ford,Shelby GT350,2013,Gr.B,RR,251.6,245.6,1342,7.62,238,330,107977
GT-CAR-00617,Toyota,GR Yaris,1989,N300,RR,377.2,579.7,1234,6.64,258,503,163926
GT-CAR-00618,BMW,Z4 M,2017,Gr.3,FWD,120.9,167.9,1427,7.79,210,243,84850
GT-CAR-00619,Pagani,Zonda,1997,Gr.3,AWD,243.3,298.5,1433,7.8,278,342,558709
GT-CAR-00620,Citroën,DS3 Racing,1999,N500,RR,388.3,435.8,1561,6.63,276,443,160351
GT-CAR-00621,Lamborghini,Gallardo,1998,N100,RWD,265.4,269.7,1005,6.7,226,450,165661
GT-CAR-00622,Peugeot,206 RC,2015,Gr.B,AWD,312.4,410.4,1582,7.0,260,436,81295
GT-CAR-00623,Peugeot,206 RC,2014,Gr.4,MR,552.7,675.5,1570,4.81,325,568,265831
GT-CAR-00624,Lamborghini,Diablo,2022,Gr.4,FWD,265.5,357.1,1435,8.17,241,376,301758
GT-CAR-00625,Toyota,Supra,2024,N500,FWD,221.1,260.2,1196,7.44,200,393,64509
GT-CAR-00626,Subaru,Levorg,2014,N500,FWD,167.9,206.9,1777,7.34,225,251,75570
GT-CAR-00627,Ford,GT,2018,N200,RR,415.9,434.1,1501,5.42,260,497,349877
GT-CAR-00628,Subaru,Legacy B4,2002,Gr.3,FWD,225.5,239.8,1426,7.59,249,363,59223
GT-CAR-00629,Porsche,Cayman GT4,2015,N200,MR,389.3,383.0,1299,5.5,253,466,275985
GT-CAR-00630,Honda,Integra Type R,1993,Gr.B,MR,428.8,496.5,1303,6.89,294,565,175648
GT-CAR-00631,Porsche,911 GT3,2006,N700,FWD,215.6,264.3,1196,7.39,205,354,244257
GT-CAR-00632,McLaren,720S,2017,N200,AWD,512.8,583.2,1499,4.88,312,575,355004
GT-CAR-00633,Aston Martin,DB11,2009,N300,AWD,414.5,575.6,1293,5.61,266,488,244863
GT-CAR-00634,Lamborghini,Aventador,2021,N100,FWD,220.2,283.7,1373,7.49,226,368,277070
GT-CAR-00635,Porsche,911 Turbo,1997,N100,MR,578.9,643.2,1149,4.53,308,683,356527
GT-CAR-00636,Alfa Romeo,Giulia QV,2022,N300,FWD,273.9,279.7,1355,6.02,221,407,125135
GT-CAR-00637,Toyota,86,1985,N300,RWD,186.6,222.5,1216,8.31,202,337,101541
GT-CAR-00638,Mercedes-Benz,A45 AMG,2004,N600,RWD,334.9,361.2,1272,5.98,224,440,264149
GT-CAR-00639,McLaren,MP4-12C,1988,N300,MR,522.2,580.8,1659,5.03,325,558,281868
GT-CAR-00640,Toyota,86,1995,N700,RWD,252.8,297.6,1343,7.7,243,379,61287
GT-CAR-00641,Alfa Romeo,147 GTA,1987,N100,RR,258.2,256.8,1450,7.05,234,367,72928
GT-CAR-00642,Porsche,959,2004,Gr.B,MR,404.5,544.0,1395,5.99,288,499,204899
GT-CAR-00643,Renault,Clio V6,1991,N400,MR,540.4,685.9,1339,5.36,316,673,295059
GT-CAR-00644,Toyota,Chaser,1985,N600,FWD,164.4,165.0,1221,7.33,221,280,116920
GT-CAR-00645,McLaren,720S,2010,N600,FWD,274.9,394.7,1666,6.96,243,364,172575
GT-CAR-00646,Porsche,Cayman GT4,1989,N400,FWD,134.6,143.3,1204,8.15,210,265,134875
GT-CAR-00647,Peugeot,206 RC,2004,N600,FWD,196.9,192.7,1486,6.81,223,277,93841
GT-CAR-00648,Mitsubishi,3000GT,2012,Gr.B,RR,337.0,432.0,1484,6.19,250,406,129856
GT-CAR-00649,Porsche,911 Turbo,2016,N300,AWD,386.4,450.8,1493,6.52,271,492,167213
GT-CAR-00650,Lamborghini,Diablo,1985,N700,RR,500.1,538.6,1486,5.84,288,614,423692
GT-CAR-00651,Audi,R8,2013,Gr.3,FWD,165.5,211.3,1200,7.73,199,314,140540
GT-CAR-00652,Renault,Clio V6,2007,N400,RR,295.8,390.6,1440,5.58,240,437,142286
GT-CAR-00653,McLaren,650S,2017,Gr.B,MR,541.3,638.4,1490,5.72,310,592,202393
GT-CAR-00654,Honda,Integra Type R,2003,N100,RR,207.0,241.4,1542,8.74,214,308,138241
GT-CAR-00655,Mercedes-Benz,C63 AMG,1993,N600,FWD,345.9,411.0,1356,6.06,248,438,235678
GT-CAR-00656,Honda,NSX,1987,N100,AWD,259.2,308.4,1508,6.41,243,382,171263
GT-CAR-00657,Peugeot,206 RC,2024,N500,RR,339.0,415.4,1497,6.3,248,436,85795
GT-CAR-00658,Chevrolet,Corvette Z06,1999,N700,RWD,194.7,224.2,1365,6.99,227,284,164981
GT-CAR-00659,Aston Martin,Vantage,2016,N700,AWD,405.3,374.6,1519,5.99,278,478,269550
GT-CAR-00660,Porsche,911 Turbo,2008,N400,FWD,280.6,287.2,1486,6.77,255,389,177732
GT-CAR-00661,Nissan,Silvia,2020,N700,RR,344.7,444.8,1442,6.69,242,441,251183
GT-CAR-00662,Lamborghini,Huracan,1990,N400,FWD,193.9,252.6,1301,7.55,208,352,172723
GT-CAR-00663,Chevrolet,Corvette,2008,Gr.3,RWD,425.3,618.3,1533,5.0,293,497,195423
GT-CAR-00664,Mazda,RX-7,2017,N600,MR,489.9,545.5,1400,4.91,283,579,220828
GT-CAR-00665,Bugatti,Chiron,2023,N600,FWD,247.2,275.4,1423,7.34,215,410,386005
GT-CAR-00666,Mitsubishi,Lancer Evo,2003,N600,MR,511.9,546.0,1549,5.74,329,595,243063
GT-CAR-00667,Bugatti,Veyron,1997,Gr.4,FWD,224.8,235.6,1365,7.06,221,317,163882
GT-CAR-00668,Mazda,Mazda6 MPS,1989,Gr.4,MR,433.0,450.7,1413,5.08,282,555,258691
GT-CAR-00669,Alfa Romeo,Giulia QV,1995,N700,AWD,386.5,555.9,1278,5.36,288,507,151686
GT-CAR-00670,Aston Martin,Vanquish,1986,N100,AWD,529.0,594.9,1596,5.32,300,604,330505
GT-CAR-00671,Honda,Prelude,2019,N700,RWD,518.8,640.0,1382,6.22,293,628,224712
GT-CAR-00672,Peugeot,508 PSE,1989,N400,RR,340.1,349.6,1369,6.2,261,421,91882
GT-CAR-00673,Toyota,86,1996,N400,FWD,176.9,183.5,1491,8.56,204,264,102226
GT-CAR-00674,BMW,M4,2024,N500,AWD,569.7,739.4,1422,4.53,304,636,332921
GT-CAR-00675,Citroën,DS3 Racing,2012,N700,FWD,184.2,249.3,1459,7.93,217,255,95940
GT-CAR-00676,Honda,Civic Type R,2012,Gr.B,FWD,278.3,436.8,906,6.54,236,458,86452
GT-CAR-00677,Citroën,C4 VTS,1996,N100,FWD,213.2,259.7,1408,7.17,200,336,127912
GT-CAR-00678,Honda,NSX,2015,Gr.4,MR,462.7,607.1,1317,6.01,285,528,280104
GT-CAR-00679,Mercedes-Benz,A45 AMG,2012,N700,RWD,422.9,471.9,1317,7.44,256,562,308060
GT-CAR-00680,Ford,Mustang GT,2021,N300,MR,307.1,401.3,1515,7.47,248,395,157638
GT-CAR-00681,Audi,RS5,2012,Gr.3,AWD,264.9,255.1,1322,6.72,227,373,107225
GT-CAR-00682,Ford,Focus RS,1986,N400,MR,366.2,383.4,1592,4.85,234,475,183883
GT-CAR-00683,Subaru,BRZ,1996,Gr.B,FWD,314.9,380.3,1676,6.2,258,357,150781
GT-CAR-00684,Aston Martin,Vanquish,2015,N400,AWD,303.2,380.5,1284,7.58,245,377,217774
GT-CAR-00685,Toyota,MR2,2003,N500,RWD,189.7,199.3,1378,6.59,213,334,107421
GT-CAR-00686,BMW,M5,2003,N100,RWD,282.3,323.6,1454,7.55,224,398,141371
GT-CAR-00687,Mitsubishi,3000GT,2019,N600,RWD,284.0,347.6,1401,7.43,227,383,219113
GT-CAR-00688,Honda,S2000,1990,N200,MR,405.0,529.8,1070,5.88,271,498,154461
GT-CAR-00689,McLaren,MP4-12C,2022,N500,RWD,243.7,268.3,1742,7.0,251,274,221913
GT-CAR-00690,Peugeot,206 RC,2022,N600,FWD,168.3,213.4,1513,8.66,234,302,81878
GT-CAR-00691,Audi,TT RS,2010,N600,RR,346.0,377.7,1640,5.94,252,376,186759
GT-CAR-00692,Mazda,Mazda6 MPS,2014,N600,AWD,334.6,411.0,1285,7.27,256,397,230743
GT-CAR-00693,Mitsubishi,FTO,2001,Gr.B,RWD,264.0,310.5,1404,6.6,250,391,180510
GT-CAR-00694,Nissan,GT-R,2007,Gr.4,MR,390.0,436.5,1504,7.34,241,522,370490
GT-CAR-00695,McLaren,MP4-12C,2002,N400,MR,570.5,509.2,1706,6.0,317,621,479019
GT-CAR-00696,Mercedes-Benz,E63 AMG,1999,Gr.B,RR,353.8,480.3,1642,7.4,231,396,155158
GT-CAR-00697,Nissan,GT-R,2016,Gr.3,MR,348.5,504.5,1084,6.76,271,539,178880
GT-CAR-00698,Porsche,911 Turbo,2022,Gr.4,FWD,181.0,254.7,1209,7.71,226,355,90607
GT-CAR-00699,Renault,Clio V6,2016,Gr.B,FWD,155.0,188.8,1211,8.06,211,259,53397
GT-CAR-00700,Chevrolet,Corvette C7,2015,N200,AWD,296.6,372.4,1402,7.19,234,373,152491
GT-CAR-00701,Mazda,Miata MX-5,1996,Gr.B,RWD,295.1,300.2,1454,7.29,220,439,177769
GT-CAR-00702,Porsche,959,2014,Gr.4,RR,309.9,338.4,1432,7.01,241,436,134219
GT-CAR-00703,Toyota,86,2020,Gr.3,RWD,308.1,299.0,1500,6.84,232,472,205093
GT-CAR-00704,Lamborghini,Huracan,2007,N100,AWD,296.7,308.7,1293,6.75,254,427,242072
GT-CAR-00705,Bugatti,Veyron,2009,N200,FWD,172.4,211.9,1257,7.29,205,328,198638
GT-CAR-00706,Pagani,Zonda,2023,Gr.B,AWD,285.2,239.8,1311,7.03,240,380,117414
GT-CAR-00707,Subaru,BRZ,2002,N300,RR,344.6,458.5,1158,6.8,256,491,140424
GT-CAR-00708,BMW,Z4 M,1998,Gr.4,AWD,424.1,412.7,1608,7.56,291,502,198844
GT-CAR-00709,BMW,Z4 M,1995,Gr.4,MR,341.9,391.8,1420,7.03,251,461,139082
GT-CAR-00710,Citroën,DS3 Racing,2020,Gr.3,FWD,254.1,271.7,1343,6.26,248,426,152864
GT-CAR-00711,Mazda,RX-8,2023,N400,RWD,387.4,477.2,1326,6.34,266,517,185363
GT-CAR-00712,Porsche,911 GT3,2011,Gr.4,RR,335.6,394.0,1354,6.57,242,397,407852
GT-CAR-00713,BMW,M3,1995,Gr.4,AWD,315.3,362.6,1531,7.11,237,412,279520
GT-CAR-00714,Audi,TT RS,2001,N300,AWD,451.1,535.3,1631,6.1,279,475,124874
GT-CAR-00715,Ford,Mustang GT,2002,N300,MR,234.5,341.9,1663,7.69,189,288,205004
GT-CAR-00716,McLaren,MP4-12C,2009,Gr.B,FWD,306.8,344.6,1349,6.39,247,420,168198
GT-CAR-00717,BMW,M5,1993,N200,RR,681.2,794.5,1588,3.79,357,767,271433
GT-CAR-00718,Toyota,MR2,2020,N600,RR,435.9,401.2,1334,5.72,281,598,136800
GT-CAR-00719,Lamborghini,Huracan,2006,N500,RWD,336.6,393.5,1432,6.39,251,487,114585
GT-CAR-00720,Ford,GT,2010,N600,MR,465.8,540.0,1400,6.66,274,572,199311
GT-CAR-00721,Chevrolet,Corvette Z06,2005,N600,RR,586.2,594.0,1746,4.18,301,620,278628
GT-CAR-00722,Alfa Romeo,4C,2002,N400,RR,448.0,503.0,1598,6.12,287,512,324542
GT-CAR-00723,Citroën,C4 VTS,2019,Gr.B,MR,411.8,566.8,1043,6.0,296,536,238893
GT-CAR-00724,Peugeot,508 PSE,1986,N500,AWD,250.9,334.1,1451,7.34,242,396,93958
GT-CAR-00725,Alfa Romeo,147 GTA,1985,Gr.4,RWD,469.6,667.1,1373,6.16,291,593,398869
GT-CAR-00726,Porsche,Cayman GT4,2001,Gr.B,MR,524.5,739.1,1457,5.0,290,611,199404
GT-CAR-00727,Mercedes-Benz,C63 AMG,2011,Gr.B,MR,348.5,434.2,1286,7.52,260,511,191593
GT-CAR-00728,Ford,Shelby GT350,1988,N200,RR,172.3,224.0,1346,7.45,204,341,124047
GT-CAR-00729,Mazda,RX-8,2000,N200,RWD,311.3,323.1,1145,6.1,257,435,224670
GT-CAR-00730,Bugatti,Chiron,1994,Gr.4,MR,430.6,522.4,1450,5.95,282,498,224664
GT-CAR-00731,Nissan,Fairlady Z,2017,N500,MR,361.0,493.9,1512,6.74,255,461,136094
GT-CAR-00732,Ferrari,Enzo,1997,Gr.B,FWD,259.3,360.6,1505,6.77,229,349,350060
GT-CAR-00733,Mazda,Mazda6 MPS,2001,Gr.B,RR,477.0,561.1,1372,5.82,287,550,306825
GT-CAR-00734,Mitsubishi,3000GT,2017,N700,RR,575.1,700.3,1511,4.5,328,633,215597
GT-CAR-00735,Mercedes-Benz,C63 AMG,2007,N100,AWD,446.5,651.6,1282,5.5,277,556,405093
GT-CAR-00736,BMW,M4,2012,N500,MR,253.1,280.7,1329,7.04,267,360,164199
GT-CAR-00737,McLaren,720S,2016,Gr.B,RR,511.7,683.6,1132,4.94,282,618,484212
GT-CAR-00738,Peugeot,508 PSE,1985,N700,RR,360.2,397.1,1447,6.93,258,425,201370
GT-CAR-00739,Ford,Focus RS,2019,Gr.4,FWD,224.1,303.1,1542,5.97,232,328,156256
GT-CAR-00740,Subaru,Levorg,1992,Gr.B,MR,214.9,214.3,1373,6.82,236,310,63783
GT-CAR-00741,Mercedes-Benz,AMG GT,2008,N600,RR,396.4,438.7,1681,6.97,271,459,175986
GT-CAR-00742,Mercedes-Benz,C63 AMG,2006,N600,RWD,226.4,269.7,1226,5.92,255,369,177302
GT-CAR-00743,Honda,NSX,2004,N600,FWD,256.6,259.3,1294,5.81,240,348,144949
GT-CAR-00744,Alfa Romeo,147 GTA,1998,N200,FWD,189.1,221.7,1235,7.96,219,363,119468
GT-CAR-00745,Alfa Romeo,Giulia QV,1987,N300,FWD,170.7,188.4,1460,7.05,219,325,91528
GT-CAR-00746,Mitsubishi,Lancer Evo,2022,N700,MR,463.5,581.8,1278,5.75,298,572,269857
GT-CAR-00747,Mercedes-Benz,E63 AMG,1991,Gr.4,AWD,421.6,548.1,1529,5.31,274,467,276563
GT-CAR-00748,BMW,Z4 M,2024,N300,FWD,227.5,262.1,1312,7.28,240,370,117044
GT-CAR-00749,Lamborghini,Aventador,1994,N300,RWD,300.7,396.7,1222,7.23,220,449,231099
GT-CAR-00750,Pagani,Huayra,2011,N400,RWD,237.7,269.7,1259,6.52,240,360,274818
GT-CAR-00751,Renault,Clio V6,1997,N500,FWD,94.1,120.0,1176,8.76,188,203,58526
GT-CAR-00752,McLaren,650S,2015,N200,RR,531.8,687.4,1374,4.15,313,635,107597
GT-CAR-00753,Porsche,911 Turbo,2002,N200,RWD,569.4,661.6,1250,5.16,313,651,354422
GT-CAR-00754,Citroën,C4 VTS,2022,N500,FWD,123.2,160.5,1329,8.49,225,235,70741
GT-CAR-00755,Mercedes-Benz,AMG GT,1993,N400,FWD,195.1,276.3,1334,6.71,214,316,74981
GT-CAR-00756,Alfa Romeo,4C,2023,N200,AWD,432.9,509.5,1130,5.71,275,508,326909
GT-CAR-00757,Pagani,Zonda,2024,N300,MR,399.1,469.6,1303,6.44,281,469,244760
GT-CAR-00758,Porsche,911 Turbo,1993,N300,FWD,145.7,154.2,1386,8.13,201,311,165785
GT-CAR-00759,Lamborghini,Gallardo,1987,N200,RR,233.6,273.0,1481,6.5,225,363,186239
GT-CAR-00760,Mercedes-Benz,C63 AMG,1995,N400,RWD,502.5,703.7,1331,5.58,295,619,169925
GT-CAR-00761,Renault,R.S. 01,2006,N700,AWD,225.1,273.5,1372,7.9,231,335,52296
GT-CAR-00762,McLaren,720S,1997,Gr.3,RWD,481.2,655.2,1547,4.64,268,528,402303
GT-CAR-00763,Mercedes-Benz,C63 AMG,1997,N500,AWD,257.5,333.0,1679,6.77,241,359,105132
GT-CAR-00764,Nissan,GT-R,2015,Gr.4,MR,408.9,472.8,1162,5.77,259,564,179113
GT-CAR-00765,Mitsubishi,FTO,1994,N400,RR,464.0,540.9,1335,4.59,295,596,155355
GT-CAR-00766,Alfa Romeo,4C,2010,Gr.3,RWD,328.2,424.0,1174,6.94,260,477,338695
GT-CAR-00767,Chevrolet,Corvette C7,2008,Gr.3,AWD,362.3,408.4,1628,6.96,256,434,220816
GT-CAR-00768,Mercedes-Benz,E63 AMG,2016,N100,RWD,383.7,474.4,1285,6.37,264,536,160307
GT-CAR-00769,Aston Martin,DB11,1995,N600,MR,467.7,547.4,1197,4.81,283,603,199588
GT-CAR-00770,BMW,1M Coupe,2014,N300,RR,505.6,537.8,1443,5.57,287,647,199880
GT-CAR-00771,Alfa Romeo,4C,2014,Gr.4,RWD,257.5,284.8,1525,6.85,215,347,100314
GT-CAR-00772,Nissan,GT-R,1992,N500,AWD,342.1,479.3,1261,6.82,243,441,239496
GT-CAR-00773,Renault,Megane RS,2015,Gr.3,AWD,255.4,294.9,1343,7.65,253,366,256703
GT-CAR-00774,Ferrari,Enzo,2004,N100,AWD,470.5,497.5,1259,5.53,268,617,241465
GT-CAR-00775,Porsche,Cayman GT4,1998,Gr.3,RR,316.5,326.8,1403,7.11,249,396,231513
GT-CAR-00776,Porsche,Cayman GT4,1988,N600,FWD,192.2,243.3,1099,7.15,230,412,136860
GT-CAR-00777,Peugeot,208 GTi,2007,N300,RWD,285.0,324.5,1929,7.15,237,355,175861
GT-CAR-00778,Honda,Civic Type R,2022,N100,RWD,397.8,551.4,1172,6.06,252,526,165778
GT-CAR-00779,Citroën,DS3 Racing,1989,N400,FWD,245.8,290.0,1459,7.06,220,374,292605
GT-CAR-00780,Ford,Focus RS,2020,Gr.B,FWD,321.0,406.5,1730,6.47,268,387,185906
GT-CAR-00781,Mercedes-Benz,E63 AMG,2024,N100,RWD,103.5,120.0,1514,8.13,195,200,76435
GT-CAR-00782,Peugeot,508 PSE,2003,N400,AWD,214.5,223.8,1417,6.78,222,313,92761
GT-CAR-00783,Mercedes-Benz,AMG GT,2000,N100,FWD,162.0,197.7,1369,7.16,203,268,119186
GT-CAR-00784,BMW,M4,1998,N400,MR,612.9,736.2,1579,4.56,322,688,364479
GT-CAR-00785,Audi,R8,2003,N300,AWD,415.4,502.4,1203,5.35,278,592,247476
GT-CAR-00786,Alfa Romeo,4C,2012,N300,RWD,220.9,288.0,1544,7.66,210,335,102160
GT-CAR-00787,Citroën,C4 VTS,1999,N500,MR,544.7,763.5,1405,5.67,326,666,234002
GT-CAR-00788,Mazda,RX-8,2010,N200,RWD,252.0,326.9,1676,6.13,233,332,203082
GT-CAR-00789,Peugeot,508 PSE,2013,Gr.4,RWD,234.7,279.8,1321,7.12,227,373,182588
GT-CAR-00790,Ferrari,458 Italia,2020,N300,AWD,413.7,373.7,1234,6.28,255,548,395286
GT-CAR-00791,Peugeot,206 RC,2021,N200,FWD,245.6,317.9,1543,6.78,244,312,161649
GT-CAR-00792,Lamborghini,Huracan,2000,N400,RR,483.8,573.4,1638,6.0,274,459,180811
GT-CAR-00793,Nissan,March,2012,Gr.3,AWD,458.8,500.0,1079,6.17,257,657,299527
GT-CAR-00794,Peugeot,206 RC,2000,N200,AWD,215.4,254.3,1530,7.7,211,289,82442
GT-CAR-00795,BMW,M4,2006,N700,MR,380.4,463.7,1366,7.18,268,524,200757
GT-CAR-00796,Bugatti,Chiron,2013,Gr.B,FWD,220.7,239.7,1280,7.82,211,376,283902
GT-CAR-00797,BMW,M4,2023,N300,RR,473.5,596.9,1398,5.6,290,588,327051
GT-CAR-00798,Porsche,959,2024,N600,RR,398.8,492.9,1380,6.55,250,530,191935
GT-CAR-00799,McLaren,MP4-12C,1992,N200,FWD,141.3,140.6,1655,7.97,215,247,100798
GT-CAR-00800,Ford,Shelby GT350,2014,Gr.4,RWD,159.9,206.9,1753,8.13,211,202,48070
GT-CAR-00801,Nissan,Skyline GT-R,2016,N100,RWD,392.7,515.0,1439,6.41,267,455,153111
GT-CAR-00802,Pagani,Zonda,2011,N200,RR,394.5,526.8,1323,6.53,252,483,257249
GT-CAR-00803,Mitsubishi,3000GT,2013,N700,RWD,354.1,409.1,1425,6.93,254,455,136378
GT-CAR-00804,Audi,TT RS,2009,Gr.3,RWD,315.8,399.2,1462,7.23,230,409,216400
GT-CAR-00805,Mercedes-Benz,C63 AMG,1991,N200,RR,510.0,631.3,1497,5.83,313,590,312643
GT-CAR-00806,McLaren,650S,2002,Gr.4,RR,345.3,376.3,1492,6.53,270,484,210832
GT-CAR-00807,Ferrari,488 GTB,1991,N100,RWD,342.4,416.7,1466,7.56,255,467,156289
GT-CAR-00808,Mercedes-Benz,AMG GT,2006,N200,MR,255.1,314.2,1535,6.4,219,333,137308
GT-CAR-00809,McLaren,MP4-12C,2008,Gr.4,MR,427.7,454.0,1419,6.36,270,479,348034
GT-CAR-00810,McLaren,720S,2008,N400,RWD,286.9,368.2,1454,6.79,249,416,249030
GT-CAR-00811,Toyota,86,1991,Gr.3,RR,269.1,252.6,1161,7.27,255,437,173519
GT-CAR-00812,BMW,1M Coupe,1992,Gr.B,RR,406.2,416.9,1410,5.81,276,544,177927
GT-CAR-00813,Nissan,Fairlady Z,2019,N400,RR,383.7,470.1,1463,6.23,290,507,139538
GT-CAR-00814,BMW,1M Coupe,2002,N200,AWD,325.7,357.7,1271,6.16,259,439,280039
GT-CAR-00815,Ferrari,488 GTB,1990,N200,FWD,208.5,281.2,1522,7.72,219,303,214479
GT-CAR-00816,Audi,RS5,2007,Gr.3,RWD,290.1,433.1,1183,6.33,237,416,117232
GT-CAR-00817,Nissan,March,2011,N100,FWD,187.3,232.8,1340,8.07,197,306,131066
GT-CAR-00818,McLaren,650S,1996,N300,FWD,255.9,338.9,1325,7.44,247,400,209826
GT-CAR-00819,Bugatti,Veyron,2005,N500,AWD,475.2,500.5,1337,5.82,284,539,334919
GT-CAR-00820,Porsche,Cayman GT4,1991,N300,RR,365.7,427.4,1135,6.18,236,489,223445
GT-CAR-00821,Mitsubishi,3000GT,2008,Gr.B,AWD,363.0,387.6,1509,5.99,268,504,169192
GT-CAR-00822,Chevrolet,Camaro ZL1,1997,N500,FWD,232.8,356.2,1540,7.22,223,297,70473
GT-CAR-00823,Porsche,959,2002,N400,FWD,150.9,153.3,1340,8.05,220,232,170116
GT-CAR-00824,McLaren,650S,2012,N500,RWD,328.5,452.0,1599,6.67,261,401,341877
GT-CAR-00825,BMW,M3,2018,N500,FWD,315.5,318.2,1322,6.59,244,447,236021
GT-CAR-00826,Honda,Integra Type R,2011,Gr.B,FWD,258.1,295.6,1207,7.64,239,419,149947
GT-CAR-00827,Audi,RS6,2019,Gr.3,AWD,227.4,251.4,1358,7.49,231,396,125248
GT-CAR-00828,Lamborghini,Diablo,2020,Gr.4,MR,368.9,477.5,1280,6.87,250,501,408208
GT-CAR-00829,Ford,Shelby GT350,1987,N100,AWD,386.5,491.5,1538,5.94,264,533,132520
GT-CAR-00830,Alfa Romeo,4C,1985,N600,RWD,385.0,472.8,1463,5.54,267,480,112711
GT-CAR-00831,Toyota,MR2,1996,Gr.4,RR,482.9,610.2,1661,5.54,283,531,199082
GT-CAR-00832,Subaru,Legacy B4,1986,N500,RWD,299.0,368.7,1431,6.87,241,422,178493
GT-CAR-00833,Citroën,DS3 Racing,2024,N600,AWD,392.3,505.1,1713,6.73,266,450,235855
GT-CAR-00834,Chevrolet,Corvette Z06,2024,N300,RWD,369.6,366.2,1348,5.85,245,510,143939
GT-CAR-00835,BMW,M3,2005,Gr.3,AWD,299.6,329.5,1569,6.19,247,352,138313
GT-CAR-00836,Porsche,959,1988,N600,RWD,274.4,261.6,1320,7.48,237,365,111589
GT-CAR-00837,Ford,Shelby GT350,2007,Gr.3,RR,281.3,340.0,1585,6.58,227,432,108478
GT-CAR-00838,Mitsubishi,3000GT,2005,Gr.B,RR,298.4,403.4,1145,7.35,253,415,106359
GT-CAR-00839,Renault,Clio V6,1994,Gr.B,RR,336.0,414.0,1569,7.11,248,433,281498
GT-CAR-00840,Citroën,C4 VTS,1991,N300,FWD,230.2,340.8,1615,7.24,225,333,70269
GT-CAR-00841,Subaru,Legacy B4,1999,N600,RR,213.4,240.2,1185,7.21,214,346,119726
GT-CAR-00842,Audi,RS6,1997,N200,AWD,266.0,271.6,1381,7.45,258,342,123233
GT-CAR-00843,Peugeot,508 PSE,1992,N500,RR,349.7,460.6,1522,6.06,252,444,184121
GT-CAR-00844,Mitsubishi,Lancer Evo,1991,Gr.4,MR,453.9,517.8,1293,6.13,284,555,176497
GT-CAR-00845,Nissan,Fairlady Z,1985,N200,FWD,260.9,306.1,1363,7.03,243,383,112323
GT-CAR-00846,Mazda,Miata MX-5,1993,N600,MR,343.0,457.2,1348,6.52,243,458,165353
GT-CAR-00847,Honda,S2000,2015,N400,AWD,360.6,388.0,1559,5.82,261,458,136579
GT-CAR-00848,Lamborghini,Diablo,2024,Gr.4,FWD,171.4,222.6,1389,6.96,200,329,143360
GT-CAR-00849,BMW,M4,2010,N300,RR,623.1,876.7,1314,5.91,333,726,208105
GT-CAR-00850,Ferrari,458 Italia,1995,Gr.4,AWD,371.0,499.0,1415,7.32,255,443,334580
GT-CAR-00851,Bugatti,Chiron,1998,N700,FWD,189.1,248.4,1324,7.22,205,303,319344
GT-CAR-00852,McLaren,720S,2003,N300,RWD,324.9,367.1,1532,6.61,256,449,237100
GT-CAR-00853,Bugatti,Chiron,1995,N100,RWD,512.9,522.7,1518,5.05,280,610,348450
