CarID	Juego	Plataforma	DebutAprox	País_Marca	Es_DLC
GT-CAR-00555	Gran Turismo 1	PS1	2022	JP	False
GT-CAR-00555	Gran Turismo 2	PS1	2021	JP	False
GT-CAR-00555	Gran Turismo 6	PS3	2024	JP	False
GT-CAR-00555	Gran Turismo 7	PS4/PS5	2020	JP	False
GT-CAR-00556	Gran Turismo 7	PS4/PS5	2016	FR	False
GT-CAR-00557	Gran Turismo 2	PS1	2007	JP	False
GT-CAR-00557	Gran Turismo 3	PS2	2010	JP	False
GT-CAR-00557	Gran Turismo 6	PS3	2010	JP	True
GT-CAR-00557	Gran Turismo 7	PS4/PS5	2007	JP	False
GT-CAR-00558	Gran Turismo 6	PS3	2014	UK	True
GT-CAR-00558	Gran Turismo 7	PS4/PS5	2012	UK	False
GT-CAR-00559	Gran Turismo 1	PS1	2024	JP	False
GT-CAR-00559	Gran Turismo 4	PS2	2025	JP	True
GT-CAR-00560	Gran Turismo 2	PS1	2021	JP	True
GT-CAR-00560	Gran Turismo 7	PS4/PS5	2021	JP	False
GT-CAR-00561	Gran Turismo 2	PS1	2024	DE	True
GT-CAR-00561	Gran Turismo 5	PS2	2025	DE	False
GT-CAR-00561	Gran Turismo 6	PS3	2025	DE	False
GT-CAR-00561	Gran Turismo 7	PS4/PS5	2023	DE	False
GT-CAR-00562	Gran Turismo 7	PS4/PS5	1997	UK	True
GT-CAR-00563	Gran Turismo 7	PS4/PS5	1997	DE	False
GT-CAR-00564	Gran Turismo 1	PS1	2004	DE	False
GT-CAR-00564	Gran Turismo 2	PS1	2002	DE	False
GT-CAR-00565	Gran Turismo 1	PS1	2023	IT	False
GT-CAR-00565	Gran Turismo 2	PS1	2025	IT	False
GT-CAR-00565	Gran Turismo 4	PS2	2024	IT	True
GT-CAR-00565	Gran Turismo 7	PS4/PS5	2022	IT	False
GT-CAR-00566	Gran Turismo 1	PS1	2000	DE	False
GT-CAR-00566	Gran Turismo 3	PS2	1997	DE	True
GT-CAR-00566	Gran Turismo 4	PS2	1999	DE	False
GT-CAR-00566	Gran Turismo 5	PS2	2001	DE	False
GT-CAR-00567	Gran Turismo 2	PS1	1997	US	False
GT-CAR-00567	Gran Turismo 3	PS2	1997	US	False
GT-CAR-00567	Gran Turismo 6	PS3	1997	US	True
GT-CAR-00567	Gran Turismo 7	PS4/PS5	1997	US	False
GT-CAR-00568	Gran Turismo 3	PS2	1997	DE	False
GT-CAR-00568	Gran Turismo 4	PS2	1997	DE	False
GT-CAR-00569	Gran Turismo 2	PS1	1998	FR	False
GT-CAR-00569	Gran Turismo 3	PS2	2000	FR	False
GT-CAR-00569	Gran Turismo 4	PS2	1999	FR	False
GT-CAR-00570	Gran Turismo 3	PS2	1997	DE	False
GT-CAR-00570	Gran Turismo 6	PS3	1997	DE	False
GT-CAR-00571	Gran Turismo 1	PS1	1997	US	False
GT-CAR-00571	Gran Turismo 2	PS1	1997	US	False
GT-CAR-00571	Gran Turismo 4	PS2	1997	US	False
GT-CAR-00571	Gran Turismo 6	PS3	1997	US	False
GT-CAR-00572	Gran Turismo 2	PS1	1997	UK	False
GT-CAR-00573	Gran Turismo 2	PS1	2004	DE	True
GT-CAR-00573	Gran Turismo 5	PS2	2001	DE	False
GT-CAR-00573	Gran Turismo 7	PS4/PS5	2002	DE	False
GT-CAR-00574	Gran Turismo 2	PS1	2010	UK	True
GT-CAR-00575	Gran Turismo 5	PS2	1997	DE	False
GT-CAR-00576	Gran Turismo 2	PS1	2017	DE	False
GT-CAR-00576	Gran Turismo 3	PS2	2014	DE	False
GT-CAR-00576	Gran Turismo 5	PS2	2017	DE	False
GT-CAR-00576	Gran Turismo 7	PS4/PS5	2014	DE	True
GT-CAR-00577	Gran Turismo 2	PS1	2018	IT	True
GT-CAR-00578	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-00578	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-00578	Gran Turismo 5	PS2	1997	JP	True
GT-CAR-00578	Gran Turismo 7	PS4/PS5	1997	JP	False
GT-CAR-00579	Gran Turismo 2	PS1	2019	US	False
GT-CAR-00580	Gran Turismo 1	PS1	2021	US	False
GT-CAR-00580	Gran Turismo 3	PS2	2020	US	False
GT-CAR-00580	Gran Turismo 7	PS4/PS5	2022	US	False
GT-CAR-00581	Gran Turismo 1	PS1	1997	US	False
GT-CAR-00581	Gran Turismo 3	PS2	1997	US	True
GT-CAR-00581	Gran Turismo 6	PS3	1997	US	True
GT-CAR-00581	Gran Turismo 7	PS4/PS5	1997	US	False
GT-CAR-00582	Gran Turismo 2	PS1	2002	JP	False
GT-CAR-00582	Gran Turismo 4	PS2	2000	JP	False
GT-CAR-00582	Gran Turismo 5	PS2	2001	JP	False
GT-CAR-00583	Gran Turismo 1	PS1	1997	DE	False
GT-CAR-00583	Gran Turismo 2	PS1	1997	DE	False
GT-CAR-00583	Gran Turismo 4	PS2	1997	DE	False
GT-CAR-00583	Gran Turismo 5	PS2	1997	DE	True
GT-CAR-00584	Gran Turismo 4	PS2	1997	IT	True
GT-CAR-00585	Gran Turismo 1	PS1	2014	US	True
GT-CAR-00585	Gran Turismo 3	PS2	2014	US	True
GT-CAR-00585	Gran Turismo 6	PS3	2013	US	False
GT-CAR-00585	Gran Turismo 7	PS4/PS5	2010	US	False
GT-CAR-00586	Gran Turismo 5	PS2	2015	JP	False
GT-CAR-00586	Gran Turismo 6	PS3	2017	JP	True
GT-CAR-00586	Gran Turismo 7	PS4/PS5	2018	JP	True
GT-CAR-00587	Gran Turismo 1	PS1	2006	IT	False
GT-CAR-00587	Gran Turismo 4	PS2	2003	IT	False
GT-CAR-00587	Gran Turismo 5	PS2	2005	IT	False
GT-CAR-00587	Gran Turismo 6	PS3	2002	IT	False
GT-CAR-00588	Gran Turismo 2	PS1	2023	IT	False
GT-CAR-00589	Gran Turismo 5	PS2	1997	IT	False
GT-CAR-00589	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-00590	Gran Turismo 7	PS4/PS5	2018	US	True
GT-CAR-00591	Gran Turismo 2	PS1	2003	US	False
GT-CAR-00592	Gran Turismo 2	PS1	2018	DE	False
GT-CAR-00592	Gran Turismo 4	PS2	2019	DE	True
GT-CAR-00593	Gran Turismo 2	PS1	2019	JP	False
GT-CAR-00593	Gran Turismo 4	PS2	2016	JP	False
GT-CAR-00593	Gran Turismo 5	PS2	2020	JP	False
GT-CAR-00593	Gran Turismo 6	PS3	2019	JP	False
GT-CAR-00594	Gran Turismo 1	PS1	1997	UK	False
GT-CAR-00594	Gran Turismo 3	PS2	1997	UK	False
GT-CAR-00594	Gran Turismo 5	PS2	1997	UK	False
GT-CAR-00595	Gran Turismo 2	PS1	2019	IT	False
GT-CAR-00595	Gran Turismo 5	PS2	2019	IT	False
GT-CAR-00596	Gran Turismo 1	PS1	2001	IT	False
GT-CAR-00596	Gran Turismo 3	PS2	2004	IT	False
GT-CAR-00596	Gran Turismo 6	PS3	2001	IT	False
GT-CAR-00596	Gran Turismo 7	PS4/PS5	2003	IT	False
GT-CAR-00597	Gran Turismo 1	PS1	2018	JP	True
GT-CAR-00597	Gran Turismo 2	PS1	2020	JP	False
GT-CAR-00597	Gran Turismo 7	PS4/PS5	2021	JP	False
GT-CAR-00598	Gran Turismo 4	PS2	1997	JP	True
GT-CAR-00599	Gran Turismo 3	PS2	2014	DE	True
GT-CAR-00599	Gran Turismo 4	PS2	2016	DE	False
GT-CAR-00599	Gran Turismo 5	PS2	2018	DE	False
GT-CAR-00599	Gran Turismo 6	PS3	2017	DE	False
GT-CAR-00600	Gran Turismo 1	PS1	2006	JP	False
GT-CAR-00601	Gran Turismo 1	PS1	2003	JP	True
GT-CAR-00601	Gran Turismo 3	PS2	2000	JP	False
GT-CAR-00601	Gran Turismo 4	PS2	2003	JP	False
GT-CAR-00601	Gran Turismo 5	PS2	2002	JP	False
GT-CAR-00602	Gran Turismo 4	PS2	2010	DE	False
GT-CAR-00603	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-00603	Gran Turismo 7	PS4/PS5	1997	JP	False
GT-CAR-00604	Gran Turismo 1	PS1	2010	US	True
GT-CAR-00604	Gran Turismo 5	PS2	2010	US	False
GT-CAR-00604	Gran Turismo 6	PS3	2010	US	True
GT-CAR-00604	Gran Turismo 7	PS4/PS5	2008	US	True
GT-CAR-00605	Gran Turismo 7	PS4/PS5	2016	IT	False
GT-CAR-00606	Gran Turismo 7	PS4/PS5	1998	FR	False
GT-CAR-00607	Gran Turismo 1	PS1	1998	IT	False
GT-CAR-00607	Gran Turismo 3	PS2	1997	IT	True
GT-CAR-00607	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-00607	Gran Turismo 7	PS4/PS5	1999	IT	False
GT-CAR-00608	Gran Turismo 5	PS2	2010	FR	True
GT-CAR-00609	Gran Turismo 3	PS2	2005	FR	False
GT-CAR-00609	Gran Turismo 5	PS2	2007	FR	True
GT-CAR-00610	Gran Turismo 3	PS2	2006	JP	False
GT-CAR-00611	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-00611	Gran Turismo 5	PS2	1997	JP	False
GT-CAR-00612	Gran Turismo 4	PS2	1997	US	False
GT-CAR-00613	Gran Turismo 1	PS1	2004	IT	False
GT-CAR-00613	Gran Turismo 5	PS2	2004	IT	False
GT-CAR-00613	Gran Turismo 6	PS3	2006	IT	False
GT-CAR-00614	Gran Turismo 4	PS2	2000	FR	False
GT-CAR-00614	Gran Turismo 6	PS3	2002	FR	False
GT-CAR-00615	Gran Turismo 1	PS1	2020	JP	False
GT-CAR-00615	Gran Turismo 2	PS1	2023	JP	False
GT-CAR-00615	Gran Turismo 3	PS2	2023	JP	False
GT-CAR-00615	Gran Turismo 7	PS4/PS5	2023	JP	False
GT-CAR-00616	Gran Turismo 1	PS1	2015	US	False
GT-CAR-00616	Gran Turismo 5	PS2	2012	US	True
GT-CAR-00617	Gran Turismo 6	PS3	1997	JP	False
GT-CAR-00618	Gran Turismo 2	PS1	2018	DE	False
GT-CAR-00619	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-00619	Gran Turismo 2	PS1	1997	IT	False
GT-CAR-00619	Gran Turismo 3	PS2	1997	IT	False
GT-CAR-00619	Gran Turismo 7	PS4/PS5	1999	IT	True
GT-CAR-00620	Gran Turismo 1	PS1	2001	FR	True
GT-CAR-00620	Gran Turismo 3	PS2	2000	FR	True
GT-CAR-00620	Gran Turismo 4	PS2	1998	FR	False
GT-CAR-00620	Gran Turismo 7	PS4/PS5	1998	FR	False
GT-CAR-00621	Gran Turismo 2	PS1	1997	IT	True
GT-CAR-00622	Gran Turismo 1	PS1	2017	FR	False
GT-CAR-00622	Gran Turismo 6	PS3	2013	FR	False
GT-CAR-00623	Gran Turismo 2	PS1	2014	FR	True
GT-CAR-00624	Gran Turismo 1	PS1	2024	IT	False
GT-CAR-00624	Gran Turismo 6	PS3	2020	IT	False
GT-CAR-00624	Gran Turismo 7	PS4/PS5	2024	IT	False
GT-CAR-00625	Gran Turismo 4	PS2	2022	JP	False
GT-CAR-00625	Gran Turismo 5	PS2	2025	JP	True
GT-CAR-00625	Gran Turismo 6	PS3	2024	JP	False
GT-CAR-00626	Gran Turismo 7	PS4/PS5	2015	JP	False
GT-CAR-00627	Gran Turismo 1	PS1	2017	US	False
GT-CAR-00628	Gran Turismo 3	PS2	2003	JP	True
GT-CAR-00628	Gran Turismo 5	PS2	2001	JP	False
GT-CAR-00628	Gran Turismo 7	PS4/PS5	2002	JP	False
GT-CAR-00629	Gran Turismo 4	PS2	2015	DE	False
GT-CAR-00629	Gran Turismo 5	PS2	2015	DE	False
GT-CAR-00630	Gran Turismo 6	PS3	1997	JP	True
GT-CAR-00631	Gran Turismo 2	PS1	2008	DE	True
GT-CAR-00631	Gran Turismo 3	PS2	2006	DE	True
GT-CAR-00631	Gran Turismo 4	PS2	2006	DE	False
GT-CAR-00631	Gran Turismo 6	PS3	2004	DE	True
GT-CAR-00632	Gran Turismo 2	PS1	2018	UK	False
GT-CAR-00632	Gran Turismo 4	PS2	2015	UK	False
GT-CAR-00632	Gran Turismo 6	PS3	2019	UK	False
GT-CAR-00632	Gran Turismo 7	PS4/PS5	2018	UK	False
GT-CAR-00633	Gran Turismo 4	PS2	2011	UK	False
GT-CAR-00634	Gran Turismo 4	PS2	2019	IT	False
GT-CAR-00634	Gran Turismo 5	PS2	2023	IT	False
GT-CAR-00634	Gran Turismo 7	PS4/PS5	2020	IT	False
GT-CAR-00635	Gran Turismo 3	PS2	1998	DE	False
GT-CAR-00636	Gran Turismo 3	PS2	2020	IT	True
GT-CAR-00637	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-00637	Gran Turismo 3	PS2	1997	JP	True
GT-CAR-00637	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-00637	Gran Turismo 5	PS2	1997	JP	False
GT-CAR-00638	Gran Turismo 2	PS1	2004	DE	False
GT-CAR-00638	Gran Turismo 4	PS2	2006	DE	False
GT-CAR-00638	Gran Turismo 5	PS2	2004	DE	False
GT-CAR-00638	Gran Turismo 6	PS3	2003	DE	True
GT-CAR-00639	Gran Turismo 1	PS1	1997	UK	False
GT-CAR-00640	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-00640	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-00641	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-00641	Gran Turismo 3	PS2	1997	IT	False
GT-CAR-00641	Gran Turismo 4	PS2	1997	IT	False
GT-CAR-00641	Gran Turismo 6	PS3	1997	IT	False
GT-CAR-00642	Gran Turismo 1	PS1	2005	DE	True
GT-CAR-00642	Gran Turismo 6	PS3	2003	DE	False
GT-CAR-00643	Gran Turismo 4	PS2	1997	FR	True
GT-CAR-00643	Gran Turismo 5	PS2	1997	FR	False
GT-CAR-00644	Gran Turismo 1	PS1	1997	JP	True
GT-CAR-00644	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-00644	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-00644	Gran Turismo 5	PS2	1997	JP	False
GT-CAR-00645	Gran Turismo 5	PS2	2011	UK	False
GT-CAR-00645	Gran Turismo 6	PS3	2009	UK	True
GT-CAR-00645	Gran Turismo 7	PS4/PS5	2010	UK	False
GT-CAR-00646	Gran Turismo 1	PS1	1997	DE	False
GT-CAR-00646	Gran Turismo 3	PS2	1997	DE	False
GT-CAR-00646	Gran Turismo 4	PS2	1997	DE	False
GT-CAR-00647	Gran Turismo 1	PS1	2006	FR	False
GT-CAR-00647	Gran Turismo 4	PS2	2004	FR	False
GT-CAR-00647	Gran Turismo 6	PS3	2003	FR	False
GT-CAR-00648	Gran Turismo 1	PS1	2010	JP	False
GT-CAR-00648	Gran Turismo 5	PS2	2013	JP	True
GT-CAR-00649	Gran Turismo 1	PS1	2016	DE	True
GT-CAR-00650	Gran Turismo 3	PS2	1997	IT	False
GT-CAR-00651	Gran Turismo 4	PS2	2013	DE	True
GT-CAR-00651	Gran Turismo 5	PS2	2012	DE	False
GT-CAR-00652	Gran Turismo 3	PS2	2007	FR	False
GT-CAR-00652	Gran Turismo 7	PS4/PS5	2007	FR	False
GT-CAR-00653	Gran Turismo 2	PS1	2019	UK	False
GT-CAR-00653	Gran Turismo 3	PS2	2015	UK	False
GT-CAR-00653	Gran Turismo 4	PS2	2018	UK	False
GT-CAR-00653	Gran Turismo 5	PS2	2018	UK	False
GT-CAR-00654	Gran Turismo 2	PS1	2003	JP	True
GT-CAR-00654	Gran Turismo 3	PS2	2002	JP	True
GT-CAR-00655	Gran Turismo 3	PS2	1997	DE	False
GT-CAR-00655	Gran Turismo 7	PS4/PS5	1997	DE	False
GT-CAR-00656	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-00656	Gran Turismo 7	PS4/PS5	1997	JP	False
GT-CAR-00657	Gran Turismo 2	PS1	2025	FR	True
GT-CAR-00657	Gran Turismo 5	PS2	2024	FR	False
GT-CAR-00657	Gran Turismo 7	PS4/PS5	2025	FR	False
GT-CAR-00658	Gran Turismo 1	PS1	1998	US	False
GT-CAR-00658	Gran Turismo 3	PS2	1998	US	True
GT-CAR-00658	Gran Turismo 7	PS4/PS5	1997	US	False
GT-CAR-00659	Gran Turismo 1	PS1	2018	UK	False
GT-CAR-00659	Gran Turismo 4	PS2	2018	UK	False
GT-CAR-00660	Gran Turismo 1	PS1	2007	DE	False
GT-CAR-00660	Gran Turismo 6	PS3	2007	DE	False
GT-CAR-00660	Gran Turismo 7	PS4/PS5	2006	DE	False
GT-CAR-00661	Gran Turismo 1	PS1	2019	JP	False
GT-CAR-00661	Gran Turismo 7	PS4/PS5	2020	JP	False
GT-CAR-00662	Gran Turismo 2	PS1	1997	IT	True
GT-CAR-00662	Gran Turismo 5	PS2	1997	IT	True
GT-CAR-00663	Gran Turismo 4	PS2	2009	US	False
GT-CAR-00663	Gran Turismo 5	PS2	2006	US	False
GT-CAR-00663	Gran Turismo 6	PS3	2009	US	False
GT-CAR-00664	Gran Turismo 3	PS2	2019	JP	False
GT-CAR-00664	Gran Turismo 5	PS2	2016	JP	False
GT-CAR-00664	Gran Turismo 7	PS4/PS5	2018	JP	False
GT-CAR-00665	Gran Turismo 1	PS1	2022	US	False
GT-CAR-00665	Gran Turismo 3	PS2	2022	US	False
GT-CAR-00665	Gran Turismo 7	PS4/PS5	2024	US	False
GT-CAR-00666	Gran Turismo 1	PS1	2003	JP	False
GT-CAR-00666	Gran Turismo 2	PS1	2005	JP	False
GT-CAR-00667	Gran Turismo 6	PS3	1997	US	False
GT-CAR-00668	Gran Turismo 3	PS2	1997	JP	False
GT-CAR-00669	Gran Turismo 1	PS1	1997	IT	True
GT-CAR-00669	Gran Turismo 3	PS2	1997	IT	True
GT-CAR-00669	Gran Turismo 5	PS2	1997	IT	False
GT-CAR-00670	Gran Turismo 2	PS1	1997	UK	True
GT-CAR-00670	Gran Turismo 5	PS2	1997	UK	False
GT-CAR-00670	Gran Turismo 6	PS3	1997	UK	False
GT-CAR-00670	Gran Turismo 7	PS4/PS5	1997	UK	False
GT-CAR-00671	Gran Turismo 1	PS1	2017	JP	False
GT-CAR-00671	Gran Turismo 2	PS1	2017	JP	False
GT-CAR-00671	Gran Turismo 4	PS2	2020	JP	False
GT-CAR-00671	Gran Turismo 7	PS4/PS5	2019	JP	False
GT-CAR-00672	Gran Turismo 4	PS2	1997	FR	False
GT-CAR-00672	Gran Turismo 5	PS2	1997	FR	False
GT-CAR-00673	Gran Turismo 1	PS1	1998	JP	False
GT-CAR-00673	Gran Turismo 2	PS1	1997	JP	True
GT-CAR-00673	Gran Turismo 6	PS3	1997	JP	False
GT-CAR-00674	Gran Turismo 1	PS1	2025	DE	False
GT-CAR-00674	Gran Turismo 5	PS2	2025	DE	False
GT-CAR-00674	Gran Turismo 7	PS4/PS5	2025	DE	False
GT-CAR-00675	Gran Turismo 1	PS1	2010	FR	False
GT-CAR-00675	Gran Turismo 3	PS2	2014	FR	False
GT-CAR-00675	Gran Turismo 4	PS2	2011	FR	False
GT-CAR-00675	Gran Turismo 5	PS2	2013	FR	False
GT-CAR-00676	Gran Turismo 4	PS2	2010	JP	False
GT-CAR-00676	Gran Turismo 7	PS4/PS5	2010	JP	True
GT-CAR-00677	Gran Turismo 4	PS2	1998	FR	False
GT-CAR-00677	Gran Turismo 7	PS4/PS5	1998	FR	True
GT-CAR-00678	Gran Turismo 2	PS1	2016	JP	False
GT-CAR-00678	Gran Turismo 4	PS2	2016	JP	False
GT-CAR-00678	Gran Turismo 7	PS4/PS5	2013	JP	False
GT-CAR-00679	Gran Turismo 1	PS1	2011	DE	False
GT-CAR-00679	Gran Turismo 2	PS1	2013	DE	False
GT-CAR-00679	Gran Turismo 4	PS2	2013	DE	False
GT-CAR-00679	Gran Turismo 6	PS3	2010	DE	False
GT-CAR-00680	Gran Turismo 1	PS1	2021	US	True
GT-CAR-00680	Gran Turismo 3	PS2	2020	US	False
GT-CAR-00680	Gran Turismo 4	PS2	2019	US	False
GT-CAR-00680	Gran Turismo 5	PS2	2023	US	False
GT-CAR-00681	Gran Turismo 2	PS1	2010	DE	False
GT-CAR-00681	Gran Turismo 3	PS2	2010	DE	False
GT-CAR-00681	Gran Turismo 5	PS2	2010	DE	False
GT-CAR-00681	Gran Turismo 6	PS3	2014	DE	False
GT-CAR-00682	Gran Turismo 3	PS2	1997	US	False
GT-CAR-00682	Gran Turismo 6	PS3	1997	US	False
GT-CAR-00683	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-00683	Gran Turismo 3	PS2	1997	JP	True
GT-CAR-00683	Gran Turismo 7	PS4/PS5	1997	JP	False
GT-CAR-00684	Gran Turismo 2	PS1	2016	UK	True
GT-CAR-00684	Gran Turismo 3	PS2	2013	UK	False
GT-CAR-00684	Gran Turismo 6	PS3	2017	UK	False
GT-CAR-00684	Gran Turismo 7	PS4/PS5	2017	UK	True
GT-CAR-00685	Gran Turismo 1	PS1	2001	JP	False
GT-CAR-00686	Gran Turismo 5	PS2	2001	DE	False
GT-CAR-00686	Gran Turismo 7	PS4/PS5	2002	DE	False
GT-CAR-00687	Gran Turismo 3	PS2	2020	JP	False
GT-CAR-00687	Gran Turismo 6	PS3	2021	JP	False
GT-CAR-00687	Gran Turismo 7	PS4/PS5	2017	JP	False
GT-CAR-00688	Gran Turismo 3	PS2	1997	JP	True
GT-CAR-00689	Gran Turismo 2	PS1	2021	UK	False
GT-CAR-00689	Gran Turismo 4	PS2	2020	UK	False
GT-CAR-00690	Gran Turismo 6	PS3	2023	FR	False
GT-CAR-00691	Gran Turismo 2	PS1	2009	DE	False
GT-CAR-00691	Gran Turismo 3	PS2	2010	DE	False
GT-CAR-00691	Gran Turismo 5	PS2	2009	DE	False
GT-CAR-00691	Gran Turismo 6	PS3	2011	DE	False
GT-CAR-00692	Gran Turismo 3	PS2	2014	JP	True
GT-CAR-00692	Gran Turismo 4	PS2	2013	JP	False
GT-CAR-00692	Gran Turismo 5	PS2	2014	JP	False
GT-CAR-00692	Gran Turismo 7	PS4/PS5	2012	JP	False
GT-CAR-00693	Gran Turismo 6	PS3	1999	JP	False
GT-CAR-00694	Gran Turismo 1	PS1	2007	JP	False
GT-CAR-00694	Gran Turismo 2	PS1	2005	JP	False
GT-CAR-00694	Gran Turismo 3	PS2	2008	JP	False
GT-CAR-00695	Gran Turismo 6	PS3	2004	UK	False
GT-CAR-00695	Gran Turismo 7	PS4/PS5	2001	UK	False
GT-CAR-00696	Gran Turismo 5	PS2	2001	DE	False
GT-CAR-00696	Gran Turismo 7	PS4/PS5	1998	DE	False
GT-CAR-00697	Gran Turismo 2	PS1	2014	JP	False
GT-CAR-00698	Gran Turismo 5	PS2	2021	DE	False
GT-CAR-00698	Gran Turismo 7	PS4/PS5	2023	DE	True
GT-CAR-00699	Gran Turismo 1	PS1	2018	FR	True
GT-CAR-00699	Gran Turismo 3	PS2	2014	FR	False
GT-CAR-00699	Gran Turismo 6	PS3	2014	FR	False
GT-CAR-00699	Gran Turismo 7	PS4/PS5	2015	FR	False
GT-CAR-00700	Gran Turismo 3	PS2	2017	US	False
GT-CAR-00701	Gran Turismo 1	PS1	1997	JP	False
GT-CAR-00701	Gran Turismo 2	PS1	1997	JP	False
GT-CAR-00701	Gran Turismo 4	PS2	1997	JP	False
GT-CAR-00701	Gran Turismo 7	PS4/PS5	1997	JP	False
GT-CAR-00702	Gran Turismo 1	PS1	2016	DE	False
GT-CAR-00702	Gran Turismo 4	PS2	2012	DE	False
GT-CAR-00702	Gran Turismo 7	PS4/PS5	2013	DE	False
GT-CAR-00703	Gran Turismo 2	PS1	2019	JP	False
GT-CAR-00703	Gran Turismo 4	PS2	2020	JP	False
GT-CAR-00703	Gran Turismo 7	PS4/PS5	2019	JP	False
GT-CAR-00704	Gran Turismo 3	PS2	2006	IT	False
GT-CAR-00704	Gran Turismo 4	PS2	2005	IT	True
GT-CAR-00704	Gran Turismo 6	PS3	2007	IT	False
GT-CAR-00705	Gran Turismo 4	PS2	2011	US	False
GT-CAR-00705	Gran Turismo 5	PS2	2008	US	False
GT-CAR-00705	Gran Turismo 6	PS3	2009	US	False
GT-CAR-00705	Gran Turismo 7	PS4/PS5	2010	US	False
GT-CAR-00706	Gran Turismo 2	PS1	2024	IT	False
GT-CAR-00706	Gran Turismo 3	PS2	2022	IT	False
GT-CAR-00706	Gran Turismo 5	PS2	2024	IT	True
GT-CAR-00707	Gran Turismo 4	PS2	2002	JP	True
GT-CAR-00707	Gran Turismo 5	PS2	2004	JP	False
GT-CAR-00708	Gran Turismo 7	PS4/PS5	2000	DE	False
GT-CAR-00709	Gran Turismo 2	PS1	1997	DE	False
GT-CAR-00709	Gran Turismo 7	PS4/PS5	1997	DE	False
GT-CAR-00710	Gran Turismo 5	PS2	2018	FR	True
GT-CAR-00711	Gran Turismo 6	PS3	2021	JP	False
GT-CAR-00711	Gran Turismo 7	PS4/PS5	2023	JP	False
GT-CAR-00712	Gran Turismo 2	PS1	2012	DE	False
GT-CAR-00712	Gran Turismo 5	PS2	2009	DE	False
GT-CAR-00713	Gran Turismo 3	PS2	1997	DE	False
GT-CAR-00714	Gran Turismo 1	PS1	2002	DE	False
GT-CAR-00714	Gran Turismo 4	PS2	1999	DE	False
GT-CAR-00715	Gran Turismo 2	PS1	2004	US	False
GT-CAR-00715	Gran Turismo 3	PS2	2003	US	True
GT-CAR-00715	Gran Turismo 4	PS2	2004	US	True
GT-CAR-00715	Gran Turismo 7	PS4/PS5	2004	US	False
GT-CAR-00716	Gran Turismo 1	PS1	2009	UK	False
GT-CAR-00716	Gran Turismo 2	PS1	2009	UK	False
GT-CAR-00716	Gran Turismo 3	PS2	2010	UK	False
GT-CAR-00716	Gran Turismo 6	PS3	2007	UK	False
GT-CAR-00717	Gran Turismo 3	PS2	1997	DE	True
GT-CAR-00717	Gran Turismo 4	PS2	1997	DE	False
GT-CAR-00717	Gran Turismo 6	PS3	1997	DE	True
GT-CAR-00717	Gran Turismo 7	PS4/PS5	1997	DE	True
GT-CAR-00718	Gran Turismo 1	PS1	2021	JP	False
GT-CAR-00718	Gran Turismo 7	PS4/PS5	2021	JP	False
GT-CAR-00719	Gran Turismo 3	PS2	2006	IT	False
GT-CAR-00719	Gran Turismo 5	PS2	2008	IT	False
GT-CAR-00720	Gran Turismo 2	PS1	2009	US	False
GT-CAR-00720	Gran Turismo 4	PS2	2012	US	True
GT-CAR-00720	Gran Turismo 5	PS2	2008	US	True
GT-CAR-00720	Gran Turismo 6	PS3	2011	US	False
GT-CAR-00721	Gran Turismo 1	PS1	2005	US	False
GT-CAR-00721	Gran Turismo 3	PS2	2003	US	False
GT-CAR-00721	Gran Turismo 4	PS2	2007	US	True
GT-CAR-00722	Gran Turismo 1	PS1	2002	IT	False
GT-CAR-00722	Gran Turismo 7	PS4/PS5	2000	IT	True
GT-CAR-00723	Gran Turismo 4	PS2	2017	FR	False
GT-CAR-00724	Gran Turismo 2	PS1	1997	FR	False
GT-CAR-00724	Gran Turismo 3	PS2	1997	FR	False
GT-CAR-00725	Gran Turismo 1	PS1	1997	IT	False
GT-CAR-00725	Gran Turismo 2	PS1	1997	IT	False
GT-CAR-00725	Gran Turismo 3	PS2	1997	IT	False
GT-CAR-00725	Gran Turismo 7	PS4/PS5	1997	IT	False
GT-CAR-00726	Gran Turismo 2	PS1	2003	DE	False
GT-CAR-00726	Gran Turismo 5	PS2	2003	DE	False
GT-CAR-00726	Gran Turismo 6	PS3	2001	DE	False
GT-CAR-00727	Gran Turismo 3	PS2	2010	DE	False
GT-CAR-00727	Gran Turismo 6	PS3	2009	DE	False
GT-CAR-00728	Gran Turismo 1	PS1	1997	US	False
GT-CAR-00728	Gran Turismo 5	PS2	1997	US	False
