Fecha,Abierto,Alto,Bajo,Cierre,Volumen
2017-04-23,280.0,283.64,277.79,280.22,61174519
2017-04-24,283.09,286.92,277.19,282.86,33089819
2017-04-24,283.06,285.93,280.18,283.53,38099986
2017-04-26,283.08,288.67,278.48,287.55,57816299
2017-04-30,281.51,288.7,279.65,286.8,93958214
2017-05-03,287.87,289.26,283.58,288.44,5218517
2017-05-08,287.72,295.63,285.83,291.66,35193378
2017-05-09,294.43,300.48,288.27,299.48,26492449
2017-05-10,295.98,296.2,289.54,295.7,11225008
2017-05-11,297.03,297.66,288.84,290.45,18877687
2017-05-12,294.36,295.75,287.13,287.92,31094376
2017-05-16,286.87,291.33,280.94,288.34,74817452
2017-05-17,287.13,290.19,286.01,288.55,6362529
2017-05-18,289.94,293.94,288.8,293.31,55374487
2017-05-18,292.37,298.47,290.71,291.04,52486704
2017-05-18,294.26,297.25,285.74,293.42,11915221
2017-05-19,294.74,296.64,288.76,289.49,68758495
2017-05-19,294.69,302.67,288.63,301.95,87668597
2017-05-21,304.05,308.44,299.79,300.15,73461301
2017-05-23,301.51,304.8,298.63,299.08,40687540
2017-05-28,297.19,298.53,291.45,295.07,98453817
2017-05-29,290.83,296.5,283.24,291.98,84646718
2017-05-29,289.87,293.12,284.43,292.39,20917574
2017-05-30,293.39,299.12,290.11,295.87,96441208
2017-06-01,297.12,305.15,295.68,300.67,49824943
2017-06-03,300.1,300.46,291.31,292.38,4694483
2017-06-05,289.5,293.73,283.75,284.29,65871248
2017-06-06,285.53,286.3,277.23,277.92,34869089
2017-06-08,273.79,278.76,271.79,275.66,36810114
2017-06-10,280.27,287.25,276.15,285.35,19467156
2017-06-13,283.52,286.03,276.21,278.11,2951029
2017-06-14,278.43,279.92,276.12,279.31,91519352
2017-06-14,282.69,283.25,276.02,280.06,57009720
2017-06-15,277.81,283.02,274.57,281.54,37652811
2017-06-17,281.21,282.91,279.55,280.96,83337342
2017-06-18,280.49,286.33,274.22,284.46,2921942
2017-06-20,279.72,283.13,273.56,278.28,43725136
2017-06-23,278.94,283.53,271.97,279.14,23170358
2017-06-24,284.13,288.77,283.17,288.46,67158889
2017-06-29,282.63,286.84,280.23,282.79,55998997
2017-06-29,279.3,285.48,277.91,280.24,43410549
2017-06-29,276.56,279.55,271.51,274.14,50027842
2017-06-30,277.49,284.26,269.32,272.95,4643784
2017-07-03,273.51,276.05,267.2,274.04,3395101
2017-07-03,269.69,277.26,264.81,275.93,80908986
2017-07-03,278.19,282.24,271.48,281.2,85138567
2017-07-03,278.19,281.48,273.2,276.3,44039519
2017-07-04,279.31,283.21,276.56,276.78,6566126
2017-07-05,280.56,282.52,274.64,281.13,61404774
2017-07-06,281.37,284.26,274.67,284.13,53339994
2017-07-07,281.52,282.37,280.85,281.88,47297778
2017-07-13,280.4,282.81,278.77,279.55,56752618
2017-07-13,277.01,281.05,275.28,275.5,77108155
2017-07-16,276.12,278.61,272.81,276.25,53596124
2017-07-17,279.1,284.27,272.03,277.74,95823439
2017-07-19,283.83,290.12,276.12,276.4,46659409
2017-07-19,277.16,281.06,269.51,271.4,22219972
2017-07-20,276.99,278.93,269.88,273.07,23985339
2017-07-21,271.15,278.77,265.67,271.79,37849986
2017-07-23,272.61,273.24,267.03,267.64,10266435
2017-07-23,268.45,270.37,262.03,268.59,94808353
2017-07-24,268.02,275.9,267.0,271.42,39494865
2017-07-24,270.12,273.93,266.43,273.71,8708299
2017-07-26,271.15,275.52,266.82,274.36,57818895
2017-07-26,275.15,277.89,270.71,276.16,72568294
2017-07-29,276.89,278.34,273.7,275.14,36054920
2017-07-31,269.73,269.95,262.41,266.05,22138373
2017-08-02,268.01,270.71,266.38,269.72,64224844
2017-08-06,269.06,269.24,262.6,267.54,78635961
2017-08-07,265.83,271.52,264.69,269.39,45278751
2017-08-07,265.37,271.02,260.31,269.14,99914137
2017-08-07,270.1,272.0,262.94,264.21,73364358
2017-08-07,263.97,264.74,263.68,263.74,44854206
2017-08-08,262.84,266.74,260.42,266.3,78139163
2017-08-10,265.53,267.38,263.52,263.75,45308527
2017-08-10,261.68,266.66,260.84,264.28,86835515
2017-08-10,263.0,270.88,256.01,267.26,29152896
2017-08-14,266.02,268.12,264.81,266.81,61847077
2017-08-16,266.04,269.9,258.18,266.49,23261836
2017-08-18,269.31,275.1,262.36,262.52,12203999
2017-08-20,267.64,272.85,262.26,264.39,38472428
2017-08-24,266.63,271.39,263.39,266.06,95488945
2017-08-26,268.19,274.13,261.62,268.15,58472469
2017-08-30,268.13,273.0,261.46,272.14,33149263
2017-08-30,270.65,277.54,263.84,264.81,62877631
2017-08-31,263.75,266.32,259.94,260.35,95069759
2017-09-01,262.86,266.05,258.99,264.74,81576987
2017-09-02,264.46,264.9,260.27,263.77,47244542
2017-09-04,264.72,267.3,259.51,265.64,98138229
2017-09-05,267.19,270.58,262.4,267.01,32418288
2017-09-09,265.77,268.39,259.49,260.62,44884046
2017-09-11,262.02,268.38,254.58,266.05,77067065
2017-09-11,265.88,269.86,260.41,268.94,94237759
2017-09-13,269.15,269.8,262.06,265.91,82208981
2017-09-16,266.67,268.74,263.4,267.81,42440845
2017-09-16,261.67,261.69,257.47,259.13,12467050
2017-09-17,257.57,258.85,254.97,258.64,20265304
2017-09-17,258.41,263.62,253.6,260.73,27813334
2017-09-18,263.71,270.75,256.3,269.21,74278751
2017-09-19,264.84,269.49,261.56,263.79,60631491
2017-09-20,263.28,263.71,258.14,263.51,31000502
2017-09-21,262.71,269.17,259.09,268.78,90550175
2017-09-22,269.31,277.37,265.68,266.35,91936847
2017-09-22,266.06,267.64,265.86,267.32,93782150
2017-09-23,269.16,273.88,267.24,268.97,6705348
2017-09-23,264.66,271.68,259.04,267.9,64430960
2017-09-24,266.79,273.43,265.87,270.65,53902262
2017-09-27,270.4,273.68,266.15,269.18,89610282
2017-09-27,267.72,269.56,264.35,266.38,52641272
2017-09-29,264.57,269.59,257.68,262.3,94751744
2017-09-29,257.98,262.0,253.36,256.3,41349493
2017-09-29,258.8,261.18,255.95,258.93,73207040
2017-10-01,263.84,270.13,258.63,264.13,14761415
2017-10-02,261.78,265.58,255.4,261.86,20154003
2017-10-03,260.41,264.3,253.4,257.49,60069722
2017-10-04,258.05,264.67,254.16,260.1,48142265
2017-10-04,263.73,268.54,260.98,265.79,30348825
2017-10-05,263.19,267.85,260.61,260.98,51749465
2017-10-07,260.77,265.91,259.05,259.64,47857090
2017-10-09,259.72,262.46,255.73,261.13,84719508
2017-10-10,260.92,264.65,256.22,261.44,11183603
2017-10-10,262.02,262.17,257.75,259.96,63964386
2017-10-11,259.51,263.49,254.82,255.48,11830626
2017-10-12,254.83,256.13,248.91,251.17,68365020
2017-10-12,250.04,254.2,244.1,253.78,73257991
2017-10-12,252.38,255.27,245.04,251.18,31491722
2017-10-12,252.2,259.32,252.19,253.5,41780726
2017-10-13,254.47,257.67,249.96,251.27,6769674
2017-10-16,253.24,256.24,250.04,251.23,7635316
2017-10-17,247.17,251.45,240.99,251.37,57980284
2017-10-17,252.02,255.66,251.53,254.16,59418732
2017-10-17,253.56,253.76,247.05,252.25,3353229
2017-10-26,248.98,249.01,247.82,248.0,29960411
2017-10-31,250.08,256.58,246.57,248.97,45817106
2017-11-01,248.54,249.95,244.65,245.69,82150377
2017-11-03,247.98,255.09,243.45,251.17,11416589
2017-11-05,253.06,257.75,250.97,257.23,43458652
2017-11-09,257.26,259.62,256.87,258.76,40666465
2017-11-13,261.39,266.49,256.21,259.62,73515192
2017-11-13,257.45,262.96,257.41,257.89,66743999
2017-11-14,262.19,263.72,258.12,263.38,53309489
2017-11-14,265.0,266.28,262.37,264.6,69744767
2017-11-17,269.23,272.56,266.32,268.62,72130145
2017-11-20,266.42,271.23,260.07,262.45,93649328
2017-11-22,261.02,266.51,255.58,259.54,62627082
2017-11-22,257.89,258.88,254.26,255.85,78353445
2017-11-22,258.38,263.29,255.42,255.87,64364215
2017-11-24,258.76,261.66,256.89,258.3,24706449
2017-11-25,259.15,261.62,257.38,261.35,26330882
2017-11-25,263.56,264.19,260.08,264.12,23858383
2017-11-26,263.72,267.99,257.49,261.44,33084397
2017-11-26,259.86,266.06,258.27,263.14,77304921
2017-11-26,263.6,267.35,262.2,262.69,17530601
2017-11-27,265.43,268.82,265.08,266.8,88719685
2017-11-29,272.12,274.22,271.26,272.54,8198684
2017-11-30,274.38,282.44,266.8,268.01,75689134
2017-12-03,264.89,269.78,261.68,266.72,45559152
2017-12-06,265.52,270.67,259.16,269.99,72822414
2017-12-10,268.67,270.51,263.14,264.14,41917380
2017-12-11,263.98,266.01,257.73,262.01,27413073
2017-12-11,258.51,265.56,251.75,264.79,33261004
2017-12-13,261.98,265.51,256.73,261.96,97329060
2017-12-13,257.67,265.1,253.06,261.53,93173802
2017-12-14,261.6,266.33,256.88,264.96,54223480
2017-12-14,268.15,271.32,263.17,265.84,3718404
2017-12-18,263.62,265.61,259.1,260.62,26126822
2017-12-20,262.51,268.54,255.18,257.34,67169286
2017-12-23,253.4,255.94,251.82,252.59,98352942
2017-12-27,253.56,261.16,248.59,258.06,3954280
2017-12-27,260.26,261.75,253.81,256.79,57359177
2017-12-28,255.33,255.92,249.67,250.64,16513925
2017-12-30,249.95,250.99,244.99,250.83,55712739
2018-01-02,247.47,252.81,244.87,245.99,2053861
2018-01-03,245.33,246.58,239.21,242.36,58323614
2018-01-03,247.32,249.18,242.4,248.75,58629843
2018-01-08,250.46,256.24,250.44,250.48,59594482
2018-01-10,246.58,250.87,240.45,240.66,26479304
2018-01-11,237.13,242.93,231.38,232.3,26439284
2018-01-11,229.51,229.71,225.12,227.75,20398462
2018-01-12,224.99,225.01,221.7,221.8,49574039
2018-01-12,223.46,227.55,222.28,223.76,37663589
2018-01-13,222.94,227.26,220.4,223.99,14551206
2018-01-15,225.61,231.45,221.37,228.82,21230167
2018-01-16,228.85,233.73,222.53,226.19,59952148
2018-01-17,228.03,231.22,223.72,225.5,64994891
2018-01-21,224.48,230.22,220.0,227.76,38264280
2018-01-24,230.18,235.51,225.82,234.85,77289220
2018-01-25,230.58,233.61,226.41,230.13,72858075
2018-01-26,225.4,229.44,222.02,225.64,40300088
2018-01-27,229.72,230.63,226.4,228.17,70385646
2018-01-27,228.21,231.12,226.53,229.43,80781343
2018-01-28,231.28,237.88,226.19,227.04,14615396
2018-01-29,228.03,234.59,221.2,232.08,59705443
2018-01-29,234.51,237.41,229.93,234.09,22312158
2018-01-30,235.11,239.43,232.44,237.05,57418175
2018-01-30,234.25,237.08,233.51,234.82,77752755
2018-01-30,232.76,238.97,230.39,230.51,36455044
2018-02-01,232.58,237.24,227.87,233.72,91032599
2018-02-02,232.44,238.66,225.62,232.67,35136116
2018-02-02,231.29,236.95,230.59,231.7,62853994
2018-02-04,237.37,239.31,236.0,236.82,13525115
2018-02-05,232.93,239.41,226.66,231.18,78518469
2018-02-06,235.28,237.5,228.28,235.75,40467859
2018-02-06,234.94,240.69,229.07,233.1,57276691
2018-02-08,229.37,231.6,227.5,228.05,83495418
2018-02-08,231.78,235.89,225.66,228.2,64302775
2018-02-09,229.48,233.27,224.75,232.18,76353854
2018-02-11,231.41,236.85,229.88,235.72,64374618
2018-02-12,239.75,242.48,233.67,234.4,65457094
2018-02-16,236.37,237.64,232.13,234.36,42317744
2018-02-18,235.02,240.69,229.83,229.95,52789436
2018-02-22,231.47,238.16,231.25,233.67,6612267
2018-02-23,236.88,242.68,231.99,237.05,3453451
2018-02-24,238.75,243.24,233.66,239.4,67063205
2018-02-25,237.57,241.04,235.97,236.75,78525943
2018-02-26,239.36,239.91,236.46,237.45,87605131
2018-02-26,242.0,248.71,241.72,244.22,69278037
2018-03-05,241.04,246.78,237.23,240.92,99154246
2018-03-06,242.89,244.74,240.44,241.96,56583199
2018-03-06,244.6,245.63,242.88,243.51,47302133
2018-03-06,245.12,246.61,240.54,243.21,25638059
2018-03-07,242.37,244.03,239.91,240.45,65889632
2018-03-08,240.99,245.65,237.08,237.67,44453041
2018-03-10,236.86,240.3,236.32,236.63,43851676
2018-03-12,242.1,243.68,240.52,240.73,61845197
2018-03-16,237.47,239.97,236.12,238.37,74854538
2018-03-17,235.91,238.72,232.32,237.95,75245651
2018-03-18,237.05,243.89,236.61,238.79,57902248
2018-03-21,238.63,244.31,236.25,242.17,64906182
2018-03-26,245.15,249.94,242.21,247.0,37525311
2018-03-28,243.59,249.85,237.99,239.98,27202139
2018-03-30,239.97,241.73,237.28,238.24,99269757
2018-04-04,238.78,243.57,233.11,239.57,63365130
2018-04-06,238.44,243.9,234.59,236.37,90739434
2018-04-07,235.57,238.76,231.96,234.01,27243393
2018-04-07,234.42,241.23,233.84,240.42,94587957
2018-04-08,241.17,242.45,234.55,235.1,13366675
2018-04-09,234.62,234.63,230.84,231.45,17268404
2018-04-10,233.55,238.39,231.36,236.69,32286538
2018-04-14,235.38,239.52,235.36,235.95,3065029
2018-04-15,235.98,237.33,235.71,235.82,63383733
2018-04-16,236.46,242.67,234.25,236.62,11724202
2018-04-19,236.88,243.18,236.19,242.25,60878284
2018-04-20,247.2,252.43,246.73,248.16,77308371
2018-04-21,243.5,250.69,241.39,248.68,64766753
2018-04-23,249.9,252.06,245.79,248.35,26752427
2018-04-28,246.15,247.98,243.15,246.42,79039245
2018-04-29,243.33,250.43,240.02,248.97,18050809
2018-05-01,246.98,253.78,244.95,248.46,32274277
2018-05-04,245.6,247.55,244.12,246.47,85558690
2018-05-04,243.35,250.54,240.78,242.63,24984207
2018-05-05,243.56,250.02,239.46,240.45,93835132
2018-05-05,238.84,242.27,238.07,240.64,3917691
2018-05-06,238.97,243.81,238.79,241.9,41694975
2018-05-08,241.71,242.65,235.35,240.92,95372865
2018-05-09,237.65,240.28,233.78,235.85,53519192
2018-05-09,237.16,243.63,234.58,243.61,62034325
2018-05-09,241.63,248.42,234.81,248.21,57715665
2018-05-10,245.22,248.5,243.1,245.81,90929671
2018-05-10,242.76,249.49,241.03,247.23,46929443
2018-05-11,248.17,254.4,244.97,253.32,80530737
2018-05-11,252.64,257.61,248.08,255.8,71775598
2018-05-12,259.47,264.97,258.11,261.35,16305889
2018-05-13,261.03,261.07,254.05,256.57,78107381
2018-05-14,249.45,255.02,245.77,250.16,83180027
2018-05-15,247.8,250.43,241.13,250.09,49752002
2018-05-18,245.29,248.21,239.39,245.51,58620085
2018-05-20,251.23,258.63,250.71,253.76,29954891
2018-05-20,254.82,256.82,254.17,255.87,83778737
2018-05-22,257.56,258.9,255.52,258.31,57640611
2018-05-25,257.4,264.34,251.95,261.68,18916847
2018-05-25,264.24,271.78,258.05,267.28,19244479
2018-05-30,264.96,268.32,257.26,267.25,97816627
2018-05-31,268.73,273.42,265.81,271.04,81785863
2018-05-31,273.04,276.66,272.01,276.02,95353090
2018-06-02,279.02,283.95,274.88,278.3,91021609
2018-06-03,275.9,278.44,269.82,276.02,94501490
2018-06-04,278.58,279.38,275.27,276.76,5868453
2018-06-08,278.61,284.06,274.58,283.57,81549589
2018-06-09,279.89,281.04,273.06,278.62,49849753
2018-06-13,277.81,285.43,273.45,276.33,89147335
2018-06-16,279.91,285.41,275.6,281.69,90959795
2018-06-17,278.98,285.56,278.71,281.19,49104153
2018-06-20,281.61,283.01,279.45,280.92,8801509
2018-06-21,283.49,288.5,280.63,287.98,6680059
2018-06-22,283.86,289.26,276.11,279.85,56074403
2018-06-24,282.34,282.35,276.87,277.93,57684905
2018-06-25,282.4,283.22,274.23,280.34,68957094
2018-06-27,275.68,275.88,272.69,275.53,73758095
2018-06-28,275.17,277.56,273.62,276.34,11625697
2018-06-29,273.44,281.18,270.6,274.45,84497312
2018-06-30,272.08,279.27,265.81,276.49,95905026
2018-07-01,276.56,277.03,272.7,273.4,42817246
2018-07-02,278.16,279.59,276.91,277.96,34508713
2018-07-04,277.32,282.44,275.8,277.92,74223556
2018-07-05,275.49,283.12,270.72,279.08,98582462
2018-07-10,280.69,284.13,275.58,279.26,27501799
2018-07-11,284.36,287.98,279.08,283.43,79240487
2018-07-11,277.03,279.96,273.68,279.57,5197358
2018-07-13,276.13,284.34,273.04,277.17,77065723
2018-07-15,278.02,286.14,276.23,280.58,76612567
2018-07-17,277.97,284.98,275.8,284.57,89855632
2018-07-20,286.7,288.1,278.89,280.21,13177999
2018-07-24,275.03,283.07,271.17,279.46,21174645
2018-07-25,283.47,289.56,276.16,279.58,30473588
2018-07-26,282.38,287.04,281.7,285.28,4778953
2018-07-26,287.67,295.8,283.67,293.42,32994421
2018-07-29,289.07,295.55,288.37,294.53,80589698
2018-07-30,295.42,300.29,291.43,298.71,7252268
2018-07-30,302.57,306.47,297.41,300.09,75888213
2018-07-31,300.88,302.27,299.04,299.65,38437920
2018-08-05,293.96,298.38,292.75,298.34,95005573
2018-08-06,293.2,295.32,285.3,287.54,8551133
2018-08-07,284.91,293.38,277.27,279.52,49433962
2018-08-07,283.04,288.26,274.95,278.16,71725389
2018-08-08,278.5,285.64,271.36,279.26,73329828
2018-08-08,278.31,285.58,272.49,281.74,7780586
2018-08-09,283.77,289.93,280.02,289.01,94088050
2018-08-12,292.08,293.33,286.96,290.17,58054625
2018-08-12,289.0,293.94,286.16,291.09,16283595
2018-08-13,287.09,293.14,282.31,285.91,15256464
2018-08-13,286.45,287.72,283.15,285.35,48058390
2018-08-15,279.74,284.82,273.87,276.46,6762919
2018-08-17,274.12,280.81,271.0,275.21,62880046
2018-08-18,276.73,278.78,273.61,276.84,11719461
2018-08-20,275.58,276.41,269.89,272.23,43450006
2018-08-20,273.47,279.59,270.25,270.28,24305741
2018-08-21,272.75,274.21,270.43,273.75,4490118
2018-08-23,275.82,277.0,275.33,276.39,31232069
2018-08-26,270.68,275.68,263.87,268.09,8166992
2018-08-28,267.24,269.94,263.48,269.18,3672073
2018-08-30,264.44,268.41,262.27,265.29,43361778
2018-08-31,264.2,268.34,261.11,267.89,91755954
2018-08-31,271.77,272.88,271.05,272.5,45662665
2018-08-31,271.94,273.82,268.83,269.2,4359722
2018-09-01,271.69,277.47,269.27,277.31,14459639
2018-09-03,279.44,286.38,274.46,280.27,50215224
2018-09-05,283.23,285.44,282.06,285.34,9781464
2018-09-09,282.85,290.35,282.82,288.78,41068949
2018-09-11,291.31,295.73,286.89,294.66,86825348
2018-09-12,295.34,302.78,292.65,301.9,96011092
2018-09-13,301.23,308.5,293.85,300.94,7640629
2018-09-15,307.53,307.7,298.35,301.4,31758114
2018-09-17,304.01,305.67,295.97,296.78,47096901
2018-09-19,298.72,305.58,292.22,303.33,39582304
2018-09-20,304.92,314.01,300.4,306.52,8280145
2018-09-22,308.92,313.71,306.86,307.61,20452415
2018-09-22,306.3,309.86,304.51,307.07,27296586
2018-09-25,306.84,311.06,305.47,307.25,31218044
2018-09-25,301.53,301.6,293.34,294.37,59090967
2018-09-26,299.29,306.58,292.8,305.29,4115922
2018-09-26,304.72,305.21,301.94,302.19,91997526
2018-09-26,298.35,303.39,294.14,299.74,69844752
2018-09-29,299.41,305.36,293.3,299.07,24676040
2018-09-29,299.07,301.43,294.3,298.85,10003073
2018-09-30,298.53,299.83,290.1,294.43,98882029
2018-09-30,296.15,297.35,290.94,296.0,27072577
2018-10-01,297.63,301.79,292.38,296.79,67139659
2018-10-02,298.09,300.56,290.46,298.71,30696803
2018-10-02,305.23,309.36,300.37,308.63,85637391
2018-10-07,309.12,316.09,308.39,314.47,61411486
2018-10-09,315.29,323.54,309.36,317.93,58153926
2018-10-11,319.29,325.03,310.25,313.05,6616310
2018-10-12,314.71,319.44,308.16,317.99,89678903
2018-10-15,322.5,326.05,315.27,318.05,55742298
2018-10-16,315.52,324.89,306.48,322.06,46698449
2018-10-19,321.89,328.29,318.95,327.49,92738608
2018-10-21,325.47,327.43,323.44,325.34,31655790
2018-10-23,325.57,327.99,315.9,327.24,94786174
2018-10-27,326.51,335.91,318.22,332.44,17192941
2018-10-28,334.52,340.85,332.18,339.77,22842733
2018-10-29,341.22,349.16,333.12,338.5,25861373
2018-10-30,337.76,340.71,331.85,339.39,65427594
2018-11-01,341.51,343.73,335.61,338.35,28483506
2018-11-03,337.06,341.28,330.32,341.02,67397736
2018-11-06,342.37,343.3,334.59,342.98,80642820
2018-11-07,334.83,341.36,327.54,327.73,27262153
2018-11-08,331.33,331.39,331.32,331.39,97881722
2018-11-12,334.42,340.56,325.51,334.66,35403369
2018-11-14,332.87,340.44,326.82,338.0,92241556
2018-11-17,338.51,338.76,333.58,337.08,22983026
2018-11-20,334.52,338.29,333.14,333.65,82178969
2018-11-20,332.16,332.91,324.15,326.59,33628118
2018-11-20,324.94,325.04,315.29,317.0,79849118
2018-11-21,313.2,319.26,309.27,316.71,45951301
2018-11-22,315.75,323.17,307.47,319.5,75829129
2018-11-23,323.99,326.53,316.54,324.0,86188760
2018-11-24,318.29,326.26,316.09,324.81,5617184
2018-11-28,322.85,324.49,313.97,320.04,66534679
2018-11-30,317.42,321.45,314.15,314.48,79918969
2018-12-05,312.28,318.57,307.29,318.42,77529197
2018-12-06,324.09,325.07,323.79,324.47,24662754
2018-12-08,327.52,335.33,320.89,332.41,42556075
2018-12-08,333.4,338.92,324.04,328.15,55789679
2018-12-09,325.16,332.51,318.45,322.86,66189520
2018-12-11,328.35,336.31,322.43,327.69,32815244
2018-12-12,329.46,331.42,329.08,331.19,91848633
2018-12-12,332.93,341.62,329.28,337.58,94347252
2018-12-14,336.5,343.44,331.17,341.31,7380301
2018-12-17,343.71,350.34,343.49,344.68,85909328
2018-12-17,339.43,339.57,333.69,334.45,87971462
2018-12-18,337.22,337.75,332.85,337.62,49213656
2018-12-20,339.75,339.95,338.71,339.28,4011866
2018-12-23,342.0,349.86,334.77,340.77,55813661
2018-12-24,337.31,340.43,333.25,339.16,69823092
2018-12-24,344.14,352.02,336.09,344.8,47444830
2018-12-25,344.03,346.63,339.67,342.68,37993467
2018-12-25,338.84,340.41,331.13,332.02,45782080
2018-12-26,331.58,335.05,328.99,329.35,47254637
2018-12-27,329.73,333.09,320.98,328.83,51389369
2018-12-27,320.71,323.45,316.93,322.41,9884687
2018-12-28,320.91,324.22,319.73,322.83,82999117
2019-01-02,324.09,327.79,317.99,326.15,64538544
2019-01-03,320.43,323.84,316.99,319.89,56037732
2019-01-03,319.79,326.36,312.01,313.58,64303125
2019-01-06,315.13,324.18,306.44,307.04,48344523
2019-01-08,307.55,313.44,301.55,308.82,84251803
2019-01-10,310.08,312.73,301.66,307.25,88775691
2019-01-12,305.3,308.05,301.85,303.72,9639336
2019-01-13,304.53,307.05,299.43,301.27,63973637
2019-01-17,299.68,306.22,293.19,296.94,94821992
2019-01-17,297.72,305.66,289.14,299.34,98652005
2019-01-17,300.06,306.28,292.79,299.69,74733465
2019-01-21,297.64,300.08,289.0,295.44,81158547
2019-01-22,288.97,294.87,283.9,290.18,93409622
2019-01-23,292.17,297.5,285.76,294.69,13671879
2019-01-24,293.08,293.83,290.36,292.8,69938633
2019-01-24,287.62,289.61,284.06,287.88,99249678
2019-01-26,289.92,296.48,282.41,290.41,64852774
2019-01-26,285.43,290.0,284.58,285.68,75167727
2019-01-27,282.17,284.95,279.51,281.66,42558958
2019-01-28,280.6,288.86,277.05,279.12,41106512
2019-01-28,278.97,284.4,278.27,280.65,20106069
2019-01-28,276.31,277.51,273.53,275.08,92724707
2019-01-29,273.09,276.75,271.99,272.88,29334099
2019-01-30,273.6,279.76,265.39,275.45,23246686
2019-02-02,280.07,286.49,274.48,275.64,71453869
2019-02-03,275.48,279.44,270.99,278.72,87139478
2019-02-04,284.92,292.22,284.59,289.56,56372562
2019-02-06,294.61,298.57,289.6,293.46,45252531
2019-02-11,289.98,290.26,289.62,290.1,37353624
2019-02-11,290.55,291.0,285.26,286.71,13501746
2019-02-13,288.33,289.35,284.29,288.04,17069119
2019-02-17,290.21,291.55,289.54,291.51,62994875
2019-02-19,290.5,297.11,288.63,293.1,71428545
2019-02-19,289.57,297.58,289.3,293.59,20927145
2019-02-21,291.31,296.05,290.47,295.26,9197022
2019-02-24,294.36,302.48,289.42,292.39,26213496
2019-02-27,289.2,290.24,284.87,289.44,9804400
2019-03-01,293.98,301.25,285.19,287.41,92834063
2019-03-07,294.03,301.53,293.91,299.36,45649471
2019-03-08,296.72,305.3,294.47,302.04,44610719
2019-03-11,300.07,302.81,293.2,297.0,79419613
2019-03-11,303.03,311.52,299.59,300.34,71401508
2019-03-14,303.01,304.41,298.08,299.68,93197982
2019-03-16,301.03,309.83,294.49,309.06,80058514
2019-03-17,311.45,320.53,304.68,320.45,99497469
2019-03-20,318.55,325.04,309.46,323.18,7913705
2019-03-20,325.44,332.85,318.52,325.54,62334159
2019-03-21,324.71,334.35,321.09,328.95,47735579
2019-03-21,326.01,331.22,325.31,329.05,71664999
2019-03-22,329.2,330.23,328.06,329.3,59085062
2019-03-23,329.53,333.96,325.19,332.12,27541732
2019-03-24,333.77,334.27,333.23,333.39,60911375
2019-03-24,340.79,345.58,334.76,342.71,53475792
2019-03-27,344.59,344.6,341.85,343.48,11247993
2019-04-01,350.3,357.96,349.33,350.77,59842181
2019-04-01,345.4,350.56,345.07,349.19,59562282
2019-04-13,353.82,356.17,347.33,353.18,99808659
2019-04-14,358.71,365.88,357.59,362.71,82262976
2019-04-15,363.75,365.7,359.71,363.75,1875527
2019-04-23,363.95,374.17,353.5,362.0,75696860
2019-04-27,364.94,373.66,364.91,371.0,95382786
2019-04-30,373.36,383.82,366.55,377.55,27142575
2019-04-30,385.05,389.23,381.06,383.16,72025325
2019-05-01,379.21,379.44,372.11,378.59,18632864
2019-05-03,380.11,386.92,373.16,381.43,34937202
2019-05-04,382.55,391.96,377.79,391.73,35994130
2019-05-04,393.49,400.89,383.16,394.32,38891513
2019-05-09,395.0,398.07,385.3,391.71,39519989
2019-05-10,394.29,398.42,388.87,389.97,84828896
2019-05-14,395.66,405.18,391.45,393.22,32491609
2019-05-14,394.36,400.93,385.94,388.61,52130724
2019-05-17,388.88,391.09,383.62,387.38,78749000
2019-05-17,390.56,393.2,388.82,391.98,64393862
2019-05-18,389.81,395.14,381.65,393.92,20272766
2019-05-21,391.43,395.7,386.15,388.55,71445521
2019-05-24,393.56,393.94,382.13,389.78,65824688
2019-05-24,388.15,391.57,378.12,378.52,2452226
2019-05-25,377.17,385.74,376.01,377.41,67115013
2019-05-27,384.83,393.58,378.67,392.34,46586724
2019-05-29,382.61,386.37,382.34,382.4,67547583
2019-05-30,378.22,380.75,367.26,378.86,23758293
2019-05-31,379.93,388.66,372.84,375.13,83268298
2019-06-04,371.15,377.19,368.41,377.1,41690003
2019-06-09,384.43,389.3,379.55,382.07,48723015
2019-06-11,382.39,389.48,374.69,375.79,71407250
2019-06-11,376.32,385.32,368.77,381.62,23132712
2019-06-18,384.95,392.07,382.18,382.7,58119628
2019-06-21,375.54,376.64,370.47,371.29,49394887
2019-06-22,373.57,382.12,363.75,370.14,67973998
2019-06-23,372.8,377.11,362.29,368.21,34248710
2019-06-25,370.1,371.69,362.74,363.34,59653140
2019-06-30,365.74,374.87,364.2,374.21,94181702
2019-07-01,371.99,380.98,361.67,377.97,43197797
2019-07-01,370.19,376.6,369.24,373.18,81281262
2019-07-02,373.11,374.28,370.68,373.41,84163192
2019-07-03,369.6,374.69,359.31,360.46,97722651
2019-07-04,359.76,367.28,349.42,354.66,50762720
2019-07-05,358.58,367.34,352.75,363.72,28916968
2019-07-05,357.01,361.32,352.17,356.26,53093539
2019-07-07,355.97,366.09,354.97,361.38,9006736
2019-07-08,364.31,365.85,355.24,363.0,60046908
2019-07-10,369.45,378.0,364.47,368.77,28294059
2019-07-10,365.72,373.35,365.72,369.91,67972331
2019-07-10,368.02,372.82,360.74,362.88,52691232
2019-07-12,360.45,366.99,357.2,359.59,97669452
